id	rating	item_bought	review	pros	cons	upvotes	downvotes
13484489	4	0	пропрацювала без нарікань років , потім витік фреон. чергового ремонту вистарчало на пів року. тільки тепер після чергової поломки було виявлено що морозилка має один суттєвий недолік хоча можливо це тільки мені так повезло , шухляди при засуванні стукають в магістраль що проходить вертикально в правому куті на фото їх видно , при повністю загружених шухлядах відбувається непоганий удар що може з часом стати причиною розгерметизації системи, тому зверніть на це увагу і будьте акуратні при засуванні шухляд.	досить містка, порівняно не шумна.	трохи незручні дверки верхніх камер, при відкритті нижньої верхня може сама відкриватись. пластик з часом жовтіє. шухляди стукають в магістраль.	1	0
19635294	2	1	морозить швидко, але занадто шумно. я вже хвилюючся чи нема ніякої поломки.	швидко заморожую продукти.	при вкожному включенні відбувається якесь потріскування. потім починає шуміти.	3	0
27339384	5	1	хорошо заморажує,робить тихо.побачим як буде дальше			0	0
26471335	5	1	прикольна морозилка. досить дешева у свому ціновому сегменті. дуже порадовала безкоштовна доставка. покупкою дуже задоволений. дякую.	ціна	на полиці для швидкої заморозки відсутні пластикові "коврики від примерзання"	0	0
26435407	4	1	непогана морозильна камера, якість збірки непогана. компресор secop. але не ідеальна. моє суб'єктивне враження, що якість пластику металу і головне для мене шум поступається наприклад атланту який в мене є і є з чим порівняти. мені не сподобалося те, що присутні вібрації компресора, що спричиняють додатковий гул. можливо це пов'язане з тим, що компресор закріплений не на гвинтах а на .		шумніший порівняно з аналогами	2	0
26298863	5	1	купили півроку тому. задоволені.	велика ємність, не шумний.	поки не виявили	0	0
30015032	5	1	установила . . року. працює нормально. нарікань немає. холодильник снайге року випуску працює ще й до сих пір. думаю що камера теж буде працювати довго.	нормальна морозильна камера.	поки що не бачу. іноді є невеликі шуми але вони не напрягають.	0	0
29469296	5	1	привезли швидко безкоштовна доставка. наразі дуже задоволений! дякую.	вмістимий, морозить добре, не шумить чуть голосніше холодильника , двері дуже щільно закриваються.	задні опори колеса, через це вони не регулюються по висоті важко виставити по рівню , ніжки не прорезинені і коли відкривати двері морозилка може зміщатись.	0	0
32156088	5	1	прекрасна морозилка, нормально працює.	швидко заморожує, мені подобається як вона працює.	поки що не має	1	0
30226816	5	1	підключили,працює,наче,нормально.морозить добре.далі побачимо. ,,розетка" як завжди на висоті.замовила . .,а . .уже забрала з нової пошти.	гарно морозить,містка.	сторонні звуки,такі як клацання і потріскування при вмиканні,але прочитала в інструкціїї,що це нормально,тим паче у знайомої морозилка снайге уже багато років видає такі звуки.	0	0
37252793	5	1	морозильна камера у нас уже роки, працює як годинник коли купували, думали буде завелика, як виявилося, морозильна камера завелика не буває. задоволені покупкою. цього року і батьки купили собі таку ж.	великий об"єм, простота експлуатації.	за роки експлуатації не виявлено.	0	0
34712046	5	0	маю холодильник no frost цієї фірми, якому вже років, працює ідеально, пластик і скло не затерлося і не пожовтіло, тому вирішила придбати морозильну камеру, користуюся нею постійно, одним словом раджу, прекрасна ціна і ще краща якість	не шумна, зручна до вподоби дві полиці,місце для приготування льоду і окремі шухляди ,є функція швидкого заморожування, хоча вона швидко заморожує і в звичайному режимі	не бачу	1	1
34335313	5	1	замовля ламоризилку ще в році. якістю і роботою задоволена. працює тихо, без перебоїв.			0	0
33960676	5	1	тест поки що не довгий, всього два дні, але товаром задоволенні. якість гарна, ресурс на довгі роки.	якість, простота.	невиявили.	0	0
33955672	5	1	покупкою задоволена!	користуюсь лише міс., але нарікань жодних. дуже швидко заморожує, об'ємна	не знаю чи це недолік, але якщо щось і не подобається, то лише те, що тяжко відкриваються двері. потрібно притримувати рукою.	0	0
33840826	4	1	модель року обладнана компресором італійського виробництва.	перші враження: за години роботи вже нагнав . виглядає гарно.	є певні незручності: важко відчиняються двері, можна навіть зсунути камеру з місця, треба притримувати її. ящики впираються в трубки, потрібно обережно їх закривати, щоб не пошкодити герметичність. коли розкочегарюється, свистить як пральна машина	1	1
40389174	5	1	якісний товар відправили швидко всім дякую!			0	0
38135108	2	1	морозильну камеру отримав.але чому не відправили зволожувач повітря по акції?			0	0
9599722	5	0	хороша камера. вибором задоволений. це фактично та сама g тільки із тихішим і енергоощадливішим компресором, хоч і того самого бренду jiaxipera jh y . стоїть у спальній кімнаті, шумом від роботи не заважає. варта переплати за тишу. виготовлена у болгарії. у порівнянні із аналогами, при однакових зовнішніх габаритах має більший корисний внутрішній об'єм л, тоді як у конкурентів л . здебільшого це завдяки відсутності між ящиками випарників. тобто між ящиками лише скляні полиці без трубок із фреоном , які лекго демонтуються. це збільшує корисний об'єм, полегшує миття. також, прибравши один чи навіть два ящик и із відповідною скляною полицею, дозволяє розмістити у камері габаритну річ. виробник цю технологію називає variospace. не часто може знадобитись, але річ приємна.	тиха, компактна, відсутність випарників між ящиками, великий об'єм.	можливо зовнішня ручка відкривання. для такого розміру камери більше подобаються варіанти із інтегрованою ручкою, що не збільшує габарит камери.	7	2
19366725	5	1	на диво тихий. як став на своє місце, то я зрозумів, що можна було брати більший ; повівся на знижку.	поставив і забув.	не знайдено ... я, відверто кажучи, і не шукав.	1	1
19290614	5	1	шукав саме такий, без радіаторів всередині. шухляди можна витягнути, скляні полички також в результаті отримуємо л корисного об'єму. працює дні, свою роботу виконує на відмінно. трохи шумний як на мене. правда стоїть на керамічній плитці, можливо треба гумовий килимок підставити. для лоджії неважливо. інструкція зрозуміла, а ось сервісний центр в україні тільки в одесі. в комплекті є ключ для регулювання ніжок і пластикові обмежувачі для задньої стінки. дякую розетці за безкоштовну доставку і сертифікати на грн.	великий об'єм як для таких розмірів	немає	1	1
20940934	5	1	політ місяці все в порядку. надіюсь так і надалі буде.	ціна розміри у співвідношенні з ємністю камери	не помітив	1	0
38629875	5	1	дякую розетці,дуже відповідальні,ще й подарунок прислали зволожувач повітря .	супер,тихенько працює, скоро морозить.все зручно.	відсутні.	0	0
2575030	5	1	чудова морозильна камера за свої гроші	працює тихо, заморожує продукти достатньо бистро	недостатків небачу	0	0
4057809	5	1	користуюсь недовго, поки що все влаштовує.	вартість	не виявив	0	0
5666485	5	1	дуже задоволені це вже друга наша морозильна камера перша такаж замовили спеціально для заморожування ягід та овочів.	дуже довго тримоє холод.	немає	0	0
10074129	5	1	морозилка оптимальний варіант в категорії ціна якість.	хороша ціна, досить якісно виконано	поки не виявив	0	0
18004658	5	0	відмінна морозильна камера	тиха	немає	0	0
29957000	5	0	працює з року. купувала не в розетці, а в районному центрі. тепер планую взяти ще таку одну для м'яса.	працює років. не намерзає.	ціна	0	0
29929728	5	1	морозильна камера працює нормально.		трохи шумить компресор. виставив по рівню.	0	1
31456974	5	1	ця модель працює у мене без нарікань місяці, коли виникла потреба ще в одній, то не було резону вибирати щось інше. розетка і містекспрес як завжди на висоті!	якість, ціна, надійність.	не виявив.	0	1
32880894	1	1	розумію, що несправний регулятор температури або реле відключення, що найбільш вірогідно. просліджкую ще добу і буду міняти.	морозить нормально	морозилка не виключається при досягненні потрібної температури	1	0
36431843	5	1	користуюсь вже пару місців негативу ніякого нема все ок	ціна	за такі гроші нема	0	0
35125767	4	1	все працює чудово, містка, нарікань не має			0	0
37103741	5	1	впакували кілограмового кабана заморозилось за добу. відключила режим швидкої заморозки і камера працює тихенько, вмикається вимикається . здивована і задоволена поличкою для заморозки пельменів! шухляди зручні, міцні маю ще камери, то є з чим зрівняти . дуже пегенько пересувається через наявні колеса. я задоволена! особливий респект для міст експрес: комфорт, пунктуальність, надійність!	великий об"єм, швидка заморозка, тихо працює, не потребує багато місця. новорічні знижки!!! швидка доставка!	надіюсь не буде	0	0
36623762	5	1	в морозильній камері холодильника вже не вистачало місця на овочі, фрукти, тому вирішили придбати морозильну камеру. довго вибирали, врешті зупинились на цьому варіанті, і не шкодуємо. працює вже чотири місяці, жодних нарікань нема. багато відгуків було, що сильно шумить, але звуку майже не чутно, мабуть треба просто правильно її виставити, щоб не вібрувала задня стінка. в порівнянні з холодильником samsung, який видає досить гучні звуки, так взагалі працює майже непомітно.	доволі великий вміст, не шумить	поки не виявлено	0	0
36569155	4	0	камера працює вже добу і не вимикається??? це так має бути?			0	0
33591633	5	1	чудова морозильна камере. зі своєю роботою справляється на всі %.			0	0
31173014	5	1	задоволені , колір сріблястий, вписався в інтер'єр кухні	не чути як працює, добре морозить , багато влазить	не знайшли	0	0
36056629	5	1	якщо хтось вагається над вибором : брати чи ні? то однозначно треба брати	куплений товар по акції, ціна якість відповідають належно, колір то просто любов, компактна камера, радує, що регулятор перепаду напруги одразу вмонтований,	не знайшла	0	0
35428482	4	1	додаю ноаві фотки з середини, щоб зрозуміліше було, про що я...	писав раніше	писав раніше	0	0
32836740	4	1	задоволені товаром. вмістимий, грано морозить і при температурі . заморозка без льоду. доставили товар додому.	тихо працює, гарно виглядає.	нема ручки _двері забруднюються.	0	0
31709062	1	0	повернути не вдалося. мені росказали , що потрібно спочатку звернутися в сервісний центр, щоб установити причину поганої роботи. а потім до них. якщо я включила в розетку морозильну камеру , то вона уже була в експлуатації. . це на другий день після покупки . гроші вони повертають не відразу , а після перевірки техніки, а перевірка може затягнутися на декілька тижнів тому відмовилася від повернення і ремонтую нову морозильну камеру сама.	тихр працює	за добу роботи температура в камері установилась замість .хотіла повернути товар.	1	1
34558970	4	1	де сертифікат на гр			0	1
31358742	5	1	морозильна камера працює без нарікань, тихо, на половину потужності все замерзло!	вмісткий, тихий.	поки немає!	1	0
33591039	4	1	морозильною камерою задоволена, щоправда користуюся всього близько тижня. працює досить тихо, швидко заморозила продукти. опис та фото збігаються з реальністю. отримала те, на що розраховувала. тільки не розумію, чому подарунки не йдуть в комплекті при "оплаті частинами", так як магазин отримав всі кошти відразу.	ціна	не зафіксувала	0	0
3278175	5	0	куплена в нас в місті трохи дороще, як тут, з загальному морозилка влаштовує, але щоб її розмістити в домі потрібна певно окрема кімнатка для неї	дуже вмістима.	трохи шумновата.	0	0
10338874	5	0	замовлення доставленно швидко нова пошта на другий день. дякую продавцям консультантам.	велика, вмістима, робота тиха, кому потрібна морозилка беріть не задумуйтесь .	розміри вказані морозилки вказано вірно, але потрібно враховувати ручку та петлі які виступають ширина становить см враховуйте дверний просвіт. пороботі питань не маю.	0	0
19000317	5	1	доброго дня серпня буде вже роки як користуємся морозилкою.дуже задоволена.рекомендую.	велика зручна скільки всього можна наморозити.	на даний час відсутні.	1	0
34250613	5	1	морозильна камера має великий об'єм, але завантажувати його потрібно поетапно! камера розміщена на колещатах, що дозволяє вільно її рухати, наприклад для прибирання. із своїми завданнями справляється нормально.	ціна, великий об'єм, можливість вільно пересувати	закорткий кабель живлення , м.. можна завантажувати не більше кілограм за добу.	1	0
19354153	4	1	замовляла по акції з безкоштовною доставкою. камера доставлена протягом днів. запах пластмаси вивітрився зразу після першого миття ящиків . морозить добре. працює тихо. дякую розетці за оперативність і хороший товар.	працює тихо, має великий об"єм.	поки не знайшли.	0	0
18837918	5	1	задоволена покупкою! дякую!			2	0
21589961	4	1	в цілому товаром дуже задоволений		на верхній поличці багато наморожує льоду	0	0
19903514	4	1	доставка новою поштою не сподобалась, привезли коробку, попросили розписатися, не дозволили відкривати до того, як розпишешся. тобто, не можна було перевірити ні наявність всих комплектуючих, ні наявність гарантійного талону до офіційного отримання. слава богу, з цим виявилось все добре.	ціна об'єм безкоштовна доставка	був неприємний запах, зник після миття.	0	0
25244111	4	1	хороша морозилка, користуюсь більше півроку, жодних питань не виникало	швидка доставка	поки немає	1	4
24978087	5	1	морозилка супер, звязались на протязі хв. морозилка була у мене наступного дня, дуже сподобалось	все супер	пока нема, за такі гроші і бути неможе	0	0
24477415	5	1	все добре, доставка швидко та якісно. все працює.		покищо небуло.	0	0
30793000	4	1	швидка доставка, зручна оплата. морозильна камера проста у користуванні та встановленні. недоліків поки що не знайшли.	ціна, компактність, швидка доставка	поки що не знайшли	0	0
30346352	4	1	сервіс "розетки": як завжди, швидко й добре. замовила доставку додому через "meest express" https: meest express.com.ua ua , це був із варіантів доставки, запропонований на "розетці" . і тут найбільше непорозумінь. спочатку на телефон прийшло смс про те, що привезуть мені камеру липня замовлення було оформлене червня, відправку товару "розетка" запланувала на липня . у результаті морозильну камеру мені привезли вчора, липня. це добре, що я була вдома, а не зібралася до числа кудись на море. але це не критично. неприємно вразило те, що за занесення товару в квартиру водій запросив грн: "доставка это выгрузить из машины и все, а занести в середину грн. иначе заносите самостоятельно, я ее ставлю здесь и уезжаю". тож довелося мені платити за метрів шляху водія з морозилкою до мого будинку. якщо ваші, "meest express", умови такі, то чому ви не пишете про це ні в себе на сайті, ні на тій же "розетці"? ще одне питання: як я можу перевірити цілісність товару, якщо кур"єр відмовляється не те ще розпакувати при них його, а й навіть занести до помешкання? керівники цієї служби, ви чи то заохотьте свого працівника за належне виконання своїх обов'язків а раптом грн за занесення це обов"язкова плата , або ж підвищіть йому зарплату за амортизаційні збитки. іще. у чеку не відображена сума в грн, а лише та, яка була задекларована від початку, грн. тепер про морозильну камеру. . акуратна. . легка. . за годин після того, як її мені привезли, увімкнула, протерши перед тим теплим водно мильним розчином і витерши насухо так позбулася легкого запаху нового пластику . спочатку агрегат таки добряче нагрів свої стінки, але, набравши потрібну температуру. "заспокоївся". . морозить реально швидко. на вихідних почну затарювати його фруктами : . . не одразу помітила терморегулятор: він малесенький, під самим верхом на передній панелі. . працює не безшумно, але нервів не псує. тож за морозильну камеру поки що спасибі. "meest express" покращуйте або клієнтську політику, або водіїв.	ціна	поки не виявлені доба після придбання	1	0
31721654	5	1	прекрасна, недорога, нічим ніде не пахне, тиха в роботі, швидко набирає холод	ціна, компоктна	нема	0	0
31714974	5	1	нормальна морозильна камера. всередині камери пластиком зовсім не пахне після х годинного провітрювання, тиха в роботі.			0	0
31268886	5	1	доставили швидко,дякую. працює тихо добре , гучний звук тільки при спрацьовуванні реле задоволений покупкою. тижня користування.			1	0
32496708	5	1	працює другий місяць, наразі всім задоволений	економна, компактна	не знайшов	0	0
35791000	5	1	замовляв родичу, йому морозильна камера сподобалась, і також сподобалась швидка доставка товару.	вмістимісьть,ціна	не виявив	0	0
6801372	4	1	раніше прочитані коментарі про відкривання дверей вірні, однєю рукою тягнеться вся камера, порося на кг. влізло все, ще й місце залишилось.	об'єму достатньо	важке відмикання дверки	1	0
7150967	5	1	морозильна камера прекрасна. вона дійсно працює тихо.у мене холодильник самсунг працює голосніше. не розумію, чому пишут, що мінусом є важке відкривання дверки. це чудово, що герметизація ідеальна.	об"єм вражає.	це виробництво росія	4	4
7137702	5	1	морозильна камера суперова. працює тихо, якщо пишуть, що вона працює шумно не вірте, працює тихіше за сучасний холодильник. дверцята приліпають дуже сильно, це не мінус, а плюс логічно думайте якщо даєте якісь коментарі, це вам не холодильник, який треба відкривати кожні хвилин. об'єм вражає л. у мене вона стоїть на балконі включається дуже рідко, чим тепліше приміщення тим частіше вона буде включатися, думайте де ви її ставите. порада жінкам: вибирайте корисний обєм і вартість камери, а не красиві ящички, полочки, і таке інше красивеньке.	корисний об'єм, а також вартість камери порівняно з аналогами.	виготовлена у росії.	4	4
24150313	5	1	спасибі розетці, доставили надзвичайно швидко, під самі двері, безкоштовно, ще й подарунковий сертифікат на грн подарували!!! нам просто батьки свиню підсунули грудня, в прямому смислі, а дівати нікуди! і замість того, щоб ходити по магазинах го з доставкою го січня ! , ми зробили замовлення на розетці, і готувались до свята. січня я лопалась від щастя! влізло все, ще й четвертина теляти. працює тихесенько, в мене холодильник голосніше гуде, за добу на супер заморозці все вже заморозилось. полички продумані, дуже зручно. пластик час покаже, ламати їх не збираюсь. загружений морозильник відчиняти звичайно легше, можна вже й одною рукою. задня частина стоїть на колесиках, то ж відсунути пересунути навіть жінці реально. ще раз величезне спасибі команді розетки, за зекономлений час, нерви і гроші.	дуже місткий	поки що нема, надіюсь і не буде	2	1
15415724	4	1	вчора приїхав, встановив. поки все влаштовує. тихо працює.правда поки довго морозить, хоча як на мене температура більш ніж достатня.завтра спробую ще зменшити регулятор	ціна, дуже швидко заморожує. добре тримає температуру	ну дуже важко відкривається кришка. ручкою не користуюсь	0	0
36671110	4	1	купували для батьків, працює днів, не шумно, коли вмикається, то якийсь сторонній звучок, але відразу зникає. в загально поки, нарікань немає, хвилює російська збірка. батьки користуються років так холодильником indesit, все норм, хоча, не впевнений, також рос. збірка. маємо сподівання, що і цей гаджет не підведе.	містка	ще не виявлено	1	0
25549567	5	1	по місткості в цій ціновій категорії не має конкурентів на момент покупки саме тому вибір впав на цю морозильну камеру. працює майже безшумно в принципі як і усі морозильники холодильники на r a газі. як і писали інші коментатори відкривається туго але якщо трохи підчепити пальцем ущільнювач, відкриє навіть дитина. на самому компресорі проста чорно біла наклейка з технічними параметрами і емблемами організацій сертифікування, знайти інформацію про виробника по цих написах мені не вдалося. в принципі це не комп'ютер, тут нема що оглядати все таки в морозилки тільки одна функція з якою вона на разі справляється вже місяць. єдиний серйозний мінус це відсутність будь якого світлового індикатора того що морозилка ввімкнута в мережу. при ціні світлодіода в пару копійок дивно що виробник зекономив саме на цьому, тому як закінчиться гарантія зроблю сам.	співвідношення ціна на об'єм, можливість по сортувати продукти по різних полицях	відсутність світлового індикатора	1	0
19990958	4	1	користуюсь камерою місяць , працює тихо, особливу увагу хотів би звернути на те що висувні корзини переділені скляними полицями, зручно виймати , хороша якість, зручний сенсорний дисплей, стоїть камера спереду на двох ніжках з заду на двох роликах при потребі зручно і легко пересувати.	великий об"єм, ціна , хороша якість.	не виявлено	0	0
7229182	5	1	зі свого цінового сегменту, в порівнянні з іншими найкраща на вигляд якість матеріалу і виконання	якісне виконання самої камери, пластик не виглядає дешевим і не має притаманного недорогому матеріалу неприємного запаху, ущільнювач досить міцний. працює тихо і без вібрації.	важко відкривається дверка, ущільнювач сильно "присмоктується". коли камера пуста, при відкриванні можна її зрушити з місця.	0	0
9591861	5	1	я очень довольна			0	0
14343624	5	1	в жовтні буде роки як працює! нарікань немає! достатньо герметичні двері! потрібно однією рукою притримувати морозилку щоб не рухалась. практична, надійна, тим хто вибирає і параметри підходять рекомендую!!!			3	0
14203235	5	1	за півтора року ні разу не пожалкувала про свій вибір	добре морозить, рівень шуму допустимий, якість пластику шухлядок теж, має достатньо великий об"єм.	не виявила	0	0
17019290	5	1	після покупки не включали тиждень. потім включили дали попрацювати день годинки і завантажили кілограмове поросятко. дві полочки залишились вільними. десь два дні гудів не відпочиваючи... зараз тільки іноді нагадує про себе тихеньким гудінням. щоб відкрити дверцята, треба гарно смикати, але це означає що гарно тримає температуру в середині я так думаю .	ціна, якість, розмір		2	0
20525340	5	1	австрійський компрессор,працює гарно на .	тиха робота,гарно морозить	нема	0	0
20324011	4	1	морозильна камера працює тихо, об'єм достатній, ящиків, дно в яких з отворами, через які будуть висипатися дрібні продукти. в цілому рекомендую.	працює досить тихо, ящиків та достатній об'єм. перевага він же і недолік двері відкриваються з значними зусиллями. рекомендую.		1	0
40095696	5	1	камера працює пів року. нарікань немає. все подобається.			0	0
36218280	5	1	купив літом , вже півроку працює, нарікань немає	гарбуз,кавун або щось велике можна заморозити	немає вічка як у пральній машині, немає місця для лотків для льоду	0	0
34476020	4	1	нормальна морозильна камера. ця марка зарекомендована позитивно ще з часів радянського союзу.			0	0
3809509	5	0	користуюсь вже пів року! не шумить однозначно! задоволена! вау! наморозила стільки фруктів та овочів.....раджу всім!!!	суцільні шухляди і тільки шухляди, немає дверцят, що відкриваються і ламаються і важко вийняти щось, якщо примерзне...а так вийняв цілу шухляду і копирсайся!	так дійсно ручка трішки важко відкривається...але може й на краще...ти впевнений, що туди тепло не потрапляє!!!!!	4	0
8539649	4	0	агрегатом задоволені	така камера вдома вже більше років. жодної поломки за весь час. тьху тьху, боюсь наврочити. шуму ніякого, морозить швидко і чудово. розморожую раз на рік перед сезоном свіжих овочів фруктів. зовсім не шкодую про купівлю.	швидко намерзає верхня зона стеля камери .	5	1
17369186	5	0	придбав у липні . працює відмінно. покупкою задоволений!!! рекомендую!!!!!!!	ціна, якість	при відкриванні, якщо не притримати рукою морозилку, можливо її змістити з місця це при повній загрузці мясом	1	0
