http://en.wikipedia.org/wiki/Herzegovina-Neretva_Canton	Herzegovina-Neretva Canton	["Mostar"]
http://en.wikipedia.org/wiki/Una-Sana_Canton	Una-Sana Canton	["Bihać"]
http://en.wikipedia.org/wiki/Autonomous_Republic_of_Crimea	Autonomous Republic of Crimea	["Simferopol"]
http://en.wikipedia.org/wiki/Zeila_&_Lughaya_State	Zeila & Lughaya State	["Zeila"]
http://en.wikipedia.org/wiki/Marshall_Islands	Marshall Islands	["Majuro"]
http://en.wikipedia.org/wiki/Myanmar	Myanmar	["Naypyidaw"]
http://en.wikipedia.org/wiki/San_Marino	San Marino	["City of San Marino"]
http://en.wikipedia.org/wiki/Seychelles	Seychelles	["Victoria"]
http://en.wikipedia.org/wiki/South_Korea	South Korea	["Seoul"]
http://en.wikipedia.org/wiki/Swaziland	Swaziland	["Lobamba"]
http://en.wikipedia.org/wiki/Curaçao	Curaçao	["Willemstad"]
http://en.wikipedia.org/wiki/United_Arab_Emirates	United Arab Emirates	["Abu Dhabi"]
http://en.wikipedia.org/wiki/Autonomous_Province_of_Kosovo_and_Metohija	Autonomous Province of Kosovo and Metohija	["Pristina"]
http://en.wikipedia.org/wiki/Karakalpakstan	Karakalpakstan	["Nukus"]
http://en.wikipedia.org/wiki/Nakhchivan_Autonomous_Republic	Nakhchivan Autonomous Republic	["Nakhchivan"]
http://en.wikipedia.org/wiki/West_Herzegovina_Canton	West Herzegovina Canton	["Široki Brijeg"]
http://en.wikipedia.org/wiki/Honduras	Honduras	["Tegucigalpa"]
http://en.wikipedia.org/wiki/Laos	Laos	["Vientiane"]
http://en.wikipedia.org/wiki/Liberia	Liberia	["Monrovia"]
http://en.wikipedia.org/wiki/Spain	Spain	["Madrid"]
http://en.wikipedia.org/wiki/Tobago	Tobago	["Scarborough"]
